text,label
허버 버ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ아 파라라랑 티켓샷 넘 기여워 어떡해,sad
아니진짜 화나 작가님 왜이리 그림잘그리세요? ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,sad
아라시,sad
"올해는 완전히 각오해야될거 같아요
그래도 도비도 못 풀어줘요",fear
다음 머리는 빨간머리에 까만 브릿지 넣어줭,sad
"맞아요! 한 곡 한 곡이 다 좋아요! 그래서 그 때 그때마다 좋은 곡이 맘속에서 마구 돌아다녀요
#MTVLAKPOPBTS
#MTVLAFANDOMBTSARMY
#MTVLAINSTAGLJUNGKOOK
#PremiosMTVMIAW @BTS_twt",happy
하지만 굿즈들이 바다를 건너옴과 동시에 굿즈의 가격은 하늘을 찌른다..,sad
팔로하고가요,happy
오늘은 날씨도 좋으니 할머니랑 술 한 잔 하면서 저녁을 먹을까 합니다! 아까 심부름이 저녁 때 먹을 생선을 사오는 거였지 뭡니까?,happy
"캡처해놔야겠다(멜람님 : 블락

오늘만 하면 다시 주말이야 언니!!! 파이팅하자!!",happy
"사소한 휴일에
방탄투어 아닌 방탄 투어
친구가 생일선물로 애들 씨디를!
티비만 틀면 나온다길래 그게 탑슈스의 삶이라고 답례로 알려줬다
#MTVBRKPOPBTS @BTS_twt
#MTVBRFANDOMBTSARMY
#PremiosMTVMIAWpic.twitter.com/trQw1JevFV",happy
그켬,angry
버스기사님이 고속도로 막히는거 알고도 버스 타주셔서 감사하다고ㅇㄴ 3.5시간 거리 어디어디로 가면 6시간이구 어디어디로 가면 5시간 걸린다고 하셔서 2명 내림,fear
"대통령 지지율 지난주 49.1%보다
1.7%상승 51%지지율
리얼미쳐 조사결과면 10% 더해서
61% 로 봐야...(리얼미털 지지율 못 믿음)",angry
"오! 둘이 만난걸 보긴 했는데, 진도는 나갔나봐??
네가 훨씬 났네.
' 덕분에' 라는건 내 덕이 있었다는 뜻?
그건 후에 내 근처 이레이져를 볼땐 바로 내게 알려줄거란 뜻 ?
(ㅇㅓ깨 텁!)",happy
이모지만으로 설레게 만드시다니 ,sad
코옹이 왔는데 다리가 짝짝이야 pic.twitter.com/1NSzfUk2pC,sad
"[3] 골망을 흔드는 #타이글 선수의 헤딩 슛, 그리고 열광하는 #WWK아레나!!! 그러나 오프사이드... #허허  #FCABSCpic.twitter.com/Yn44x10etl",sad
안녕하세요 향님! 이택언 한장 원합니다~!,happy
안타까운데 빡친다..,happy
흐흫,happy
맞팔했습니다 앞으로 잘 부탁드려요,happy
나 이 노래 되게 좋아하는데! 내가 좋아하는 주찬이 목소리로 들으니까 더 좋은 것 같아ㅋㅋㅋㅋ 근데 홍주찬!!!!! 부르는 소리 누구야ㅋㅋㅋㅋㅋ 울 주찬이 노래하잖아요! 항상 이 자리 이렇게 있을게 오늘도 좋아해 주찬아,happy
"아침 일찍 고속도로 타는중
밤 샜는데 버틸 수 있을까...",fear
그동안 여기 지날 때마다 음 문을 닫나? 싶었지만 불만 꺼져 있길래 휴업 중일 거라 막연하게 생각했는데 오늘은 확실히 간판 같은 것도 떼어져 있길래 찾아보니 거의 넉 달 전에 문 닫았어 ,sad
하늘 넘 조아 그리워 쪼끔만 더 ! pic.twitter.com/Km4bolKMtb,sad
민셩에서 '셩'을 맡고있는 셩옵 ㅜㅜ 바빠서 이제 븨앱 봣더니 심장이 아푸다ㅠㅠ귀여워 쥬금 그나저나 일은 라웍이 못했는데 왜 오빠가 사과하냐ㅡㅡ..내가 이럴줄 알앗어! 오월지련 사행시에 그림까지 넣어 제출하라니! 똥손은 ㅜㅜ참여도못하겠구나 사행시는 지었눈뎁 흑..,sad
"#배그에임봇무료배포

홈피주소 : http://xn--352bl7q7ja92d.com아이언몰.com 
텔레그램 : @MARVEL8282

#서든핵사이트 #서든핵판매처 #서든핵판매사이트 #서든핵배포
#카배아이디판매 #카배아이디팝니다
#배그esp가격
#배그핵가격

#모바일배그핵
#배그핵esp
pic.twitter.com/UCuveibONG",angry
탐라 스으윽 넘기며 보다가 ,fear
 (꼬옥),angry
" 
부르는 호칭 : 별네님
호감도 : ☆☆
첫인상 : 친해지고 싶다
현인상 : 언제 친해지지...
특징 : 모름
장점 : 모름
단점 : 모름
하고 싶은 말 : 트친 되고서 별 교류가 없어서 아는 게 없네요 ",sad
도뽀오오옭 !!!!!  pic.twitter.com/zg5qatB7dY,fear
마져마졐ㅋㅋㅋㅋ이래서 너무 좋아해 ,angry
"근데 이번 이스터에그 솔직히 조금 어려운것같아요ㅠㅠㅠ
아직 의미를 몰라서 그런가...",sad
긍까요 인스타 죽기전에 댓글 내놔,angry
"ㅠ___ㅠ 근데 왜 아직두 밥 안머거쩌 ,, 든든하게 맛난거 마이 묵어  https://twitter.com/official_ifnt/status/1126736681049018368 …",sad
안써주셔서 안좋아하시는줄.....,sad
"우씨,,아직도 도용 계정 안없어졌어 신고 열번씩 눌러주세요ㅠㅠ",angry
사장마인드가 뭔지......,fear
뒹굴뒹굴,happy
"알제요???
비행기표 또 예약하겠다",fear
ㅋㅋㅋ 디엪님두 그러시구나 맞아여 저두 그래서 얼굴 다 지우고 다시 그린적 많아요 얼굴만 지우는거 추천해요ㅋㅋ진짜 수정하다 그림 더 망한게 많아서 저두 무서워요터치가 남으면 아무리 수정해두 미묘하게 인상에 영향을 주더라구요 미련없이 버려야해요,fear
"누‥누구？？？
follow할게요〜♡ㅋㅋㅋㅋㅋ",fear
"남은임기 3년을 수행하듯
견뎌내야 하는 인민들은
뭔죄임",sad
"뚠먐미두 귀여울거라구욧 반박시 할큄!
크앙ㅠ 너무 귀엽잔아요ㅠㅠㅠㅠㅠ 화관 쓴게 자기 눈엔 안보이니까 앞발 툭툭거리면 히노토가 손거울 가져다 비춰줄거같애요(?) 자기 모습이 맘에 들어서 코 씰룩거리는 토끼 이로",angry
네 저두 잘 부탁드려요 ,happy
이거 공략으로 되냐요????????? 아오 진짜 .  ..  . . .가뜩이나 시간도 오래걸리는데 얄미워서 죽겠서요,angry
잘 다녀와요,happy
오~ 좋아요 개운한 국물 샘도 좋아하세용?!,happy
현제유진 사랑을 하세요,happy
 쏘니님 어서오새오,happy
폰 고장났어요 여러분하아으ㅏㅏ,sad
훌쩍 제로언니 본 거 언젠지 모르겠다...,sad
 안뇽하세여 베티님 흔적 남겨주셔서 소환했습니당,happy
엉아도 울 또띠 없으면 외로운뎅. ,sad
"출국영상 갠소합니다 그러니 계속 디엠으로 올려달라시는분들 내가 갠소하겠다니 본인도 갠소할테니 영상을 달리시는분;;; 오픈할려고 했음 이미 했고, 안하는데는 그만한 이유가 있는거니까 디엠 그만보내세요 ",angry
나은님을 소환하기 위한 제물이었던걸로....,fear
아 해민님....,angry
그러니까요 ㅠㅜ 여기저기 피해를 많이 줬던데.. 왜 그러는 건지  아무리 넷상이라도 그건 나빠요!!,angry
헉웅웅♡♡,happy
다음 투수 병아리가 간다 퐈이어볼러다,angry
지우려면 깔끔하게 지우시던지...레스트 걸고 좀 잠잠해지면 다시 오겠지만 이제 님 덕분에 홈마는 테러리스트라는 악의적인 해석은 계속될거예요...본인의 의도가 그렇지 않다면 좀 더 설명을 하려고 노력을 하던지...번역계면 제발 팩트만 가지고 와야지 뇌피셜 해서 지금 위험스런 사태 만들고 ,angry
지금 학교 기숙사에서...기숙사는 저녁 10시 30분에 불을 끈다 …그래서 저는 0시에 백현이한테 생일축하를 드릴수 없어요 …너무 울고 싶다...,angry
언괄하지말아줘요ㅜㅜ 진찌 언괄하신분 찾아낼때마다 기분도 별로 안좋고 일일이 칮아내는것도 힘들어요,sad
"#차준호트친소 #강민희트친소 #프듀트친소
제 탐라에 심아주세요.....
울 애기 써방>로< , 알페스하는분들 안받아요 성인분들만!! 야민정음 싫어하고요! 
흔적보고 찾아갈게요",happy
먀님 맞어요 당연히 잘 생기면 오빠에요,happy
"Maison Kitsune 인스타스토리 #박지훈
쥬니 옷 찰떡이지
https://instagram.com/kitsune?utm_source=ig_profile_share&igshid=10k236m7xewgy …pic.twitter.com/G4x2sMCkhI",sad
"#요효
190511 낮공 언체인 자셋자막  pic.twitter.com/dmlJAbsNn1",sad
안대..... 그럼 나 그날 우울해서 디져부려....,fear
난 어릴때부터 이 잔뜩 썩어서 금으로 때운것만 8개고... 그냥 뽑는건 괜찮았는데 이번에는 조각내서 뽑아서 죽는줄,fear
아? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,sad
"대마왕 (@ 666_cms)님께 커미션 넣었던 앙투여휘/안토여휘 입니다.
앙투여휘 파시는 분들.... 만수무강하세요..  pic.twitter.com/eaa1GBXs7M",sad
오늘 밤~~~~ 계속됩니다~~~~~~~,happy
방송 말고 실제 섹수 정지 먹으시냐는 드립이었는데(쮸글,sad
"C보다 큰건 만져본적이 없어서
잘 모르겠...크흠",fear
 반가워요 초빈님!,happy
"ㅋㅋㅋ  씨발 내가 윌슨이면 족 같아서 니들하고 안하겠다..
씨발 짜증나서 돌겠네  아오 ",angry
"단거 좋아해요
오이님이 주시는거면 다좋아효",happy
애인이 어버이날에 카네이션을 줬다(대현타,sad
엉ㅇ.. 바니딜러 해보고싶은데 일러가 없어서 애먹고잇어 ,sad
"헐 감히 저딴 말을..수치스럽지도 않나..
저런말 너무 맘에 담아두지 마세요 상대할 가치도 없어요 쓰레기 자슥!
어디서 우리 살구님한테",angry
"...알ㅈㅖ....좀따...10시...토핑 선예매...
'7/9' 시간되시면 한 번 클릭해봐주세요 pic.twitter.com/GF7c30GKKP",sad
앗시버 ㅠㅠㅠㅠㅠㅠ,fear
"왠지 boy meets girl 클리셰 풍의 네레이션이 자동 재생되는 느낌이예요! 

‘나의 이름은 소쿠릿, 어디에서나 볼 수 있는 평범한 팡요 개발자이다...’",happy
우와 옷이 걸어다녀요,happy
제가 대체 무ㅓ가 귀엽다는 거고... ,angry
퇴근할때 약간의 긴장감은 가지고 시작하는게 좋아요.면접꿀팁은....저도 드릴 말씀이 없네요....,angry
원래 다른 약속 있었는데 갑자기 어디 놀러간다고 숙소를 잡았다고 그래서 화 씩씩 내는 중이야...  내 주말을 방해했어. 영화 보러 가? 난 지금 보러 갈 거야.,angry
헉 저 아직 없는데 혹시... 받을 수 있을까요......?,sad
"원본을 찾을 수가 없어....
갓댐
성현도창과 문빙이 제일 예쁘게 나온 컷인데 pic.twitter.com/ICdHElozzi",fear
여기 커피맛있어요ㅎ 혹시 언제도착하세요?,happy
재헌님 무슨일 있으셨던건가,sad
"من قلب ملعب يوهان كرويف في أمستردام .. سون هيونج مين بابتسامته المعهودة 

أو بالكورية 너를 깨우는 것에 대해 미안해. 
#ليلة_الأبطالpic.twitter.com/wkh5s62O3l",happy
"ㅠㅜ ㅠㅠㅜ 아란넴 괘안습니가ㅠㅠ? 아란넴 증맬 열심히 살아서 몸이 많이 피곤하신듯 힝구 몸 아프면 다 넘 서러워져,, 흑흑 빠이팅이야",sad
"아 ! 아미되기 정말 힘드러  걱정하다  늙겠어!
또 어디 다친건가? 아유! 못살아 정말!  제발 좀  조심혀!
언능 낫길 비나이다 비나이다!
@BTS_twt",angry
"저 지금 출발하면되나욤 드릉드릉~ㅋㅋ
도착하면 풀때기도 남아있지 않을꺼같은데 pic.twitter.com/H1SH09cVk3",sad
티밍입니당친해져요,happy
나 폰 내야돼...,sad
뽀루는 도둑질하는 애들이 가끔 있으니까 가능할지도 몰라요.  원래 아침이랑 저녁을 챙기는데 오늘 아침 안 챙겼다가 이렇게 됐네요. 내일부터는 꼭 먹어야겠어요.  누우면 잘 거 같은데 밥 먹고 바로 자면 안 좋다는 얘기를 들었던 거 같아서요. 아닌가...? 어비셔님 언제 주무세요?,sad
 한정이라니까 그저 아쉬움만 ㅠ,sad
"나는 ""스탠 계정""을 가지고있다 ",happy
ㅠㅠ아 진짜 최고야.. 여엘부 좋아,sad
김석진이 나왔다 #BTSWORLDpic.twitter.com/OIOsrJ8nTI,fear
헐 그 정돕니까...,angry
이렇게 기쁜날.. 신인가수 다니엘에게 감사의 금액이 들어왔다~ 흑흑흑ㅠ pic.twitter.com/vqkso4kdOn,sad
그래서 뒤에 손님들 줄 밀리기라도 하면.. 어휴.. 절레절레..,fear
맞아요 같은 학교면 동기들 눈 피해서 만나기도 너무 힘들었을 거예요... 과가 다르더라도 학교 안에서 소문은 빨리 퍼지니까요. 히히 저두 교수님이랑 오래오래 같이 있으면 좋지만 운전 오래하시면 교수님 힘들잖아요! 그건 싫어요..,sad
모두 연락드렸으며 혹시 Dm 못 받으신분 계시면 연락주세요!,angry
나는 인기있는 트윗 안본다고!! 왜 지멋대로 돌아가는데,angry
"삐약삐약.,,.,., (( 무서워!!!!!!",fear
오랑지 직원분들 짱 착하고 좋아 맛있구,happy
"ㅋㅋㅋㅋ 앙 좋아! 담 회가 어떤지 진짜 기대 된다! 답답한 장면은  제발 그만 넣어 주세요, 감독님! 은기랑 다인의 유치한 질투의 행동은 더 이상 넣지 마요~ 또 넣으면 진짜 가만 안 둘거야! ",angry
ㅎ ㅏ ㅈ ㅣ ㅁ ㅏ !!,angry
파판 안할때는 본계에만 있어서..점점 여긴 교류를 못하게 되네요 제 본계 얼굴로 연성하는 오따꾸 계정인데 괜찮으시면 언제든~~!멘션주시랏~~!,sad
"#함평출장후불 #고성모텔출장

재방문율200퍼
까톡친추 : 『PAA4』

#보성출장안마강추
#연천외국인출장
#거제출장안마추천
 pic.twitter.com/gBYItQTzES",angry
진짜 갑자기 뒤에서 손목 잡음... 개놀랏자너,fear
저도 가고싶으나...병원이랑 약속때문에 아쉽게도 못가요.. 다음에 꼭 갈게요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,sad
"190511 에스나 인스타스토리

늘 좋은 조언 감사했어요 I still dunno how to deal with good-byes  고생 많으셨어요! @esnathesingerpic.twitter.com/HshTOV61nb",sad
"헉,, 다시 검색해서 사진봤는데 기억이안납니다,, 저안봤나봐요 ",fear
ㅋ ㅋ ㅋ ㅋ ㅋㅋㄱㅋㄱㅋ ㄱ이렇게 하지 않으면 까먹고 낮까지 자버리는..,fear
"맞아.. 기레기들아, 호들갑 쫌 떨지마~~~
",angry
으아ㅏ 이게 뭡니까ㅠㅠㅠㅠㅠㅠㅠㅠ 미쳤네요ㅠㅠ 미쳤습니다ㅠㅠ 안그런가요ㅠㅠㅠ,angry
"#김천출장ㅁㅏㅅㅏㅈㅣ후불


까톡친추 : 『PAA4』

최고서비스
출장힐링샾
#강서출장샵 #광양출장샵
#청양출장샵후불 #화천모텔출장
 pic.twitter.com/wMLIfUnBHu",angry
머오터 부산 만날사람 구해요... 동행이면 더 좋아.. ,fear
 흔적보구 찾아왔어요,happy
아 넘 귀여운ㅠㅠ 광대 좀 갈고 올게요 막 싸우고 그러지 않을까요ㅋㅋㅋ 나중에 휴대폰 물이 빠트리고 안켜지니까 멘붕하는거요!! 방수 된디 그랬는데에에~!!!,fear
생활비 급전) 급하게 계정 만들어 글 커미션 받습니다 (살려주세요) 샘플도 없어 1000자당 1000원씩 받으나 의외로 경험이 많아 잘씁니다 가격대비 이득이실 거예요.. 최대 기간은 한달이 걸립니다. 많은 신청 부탁드려요 신뢰가 안가신다면 전화번호 드리니 디엠 부탁드려요!  @cmsn_N,sad
저희도 오늘 체대에요 집에서 쉬고 싶은데,fear
영섭언니라고 부를게!!! 친해지자,happy
"https://btsw.netmarble.com/en/frombts/call 
Bts te esta llamando
방탄 전화 하는거 실화임",fear
"넵 다음 연성부터는 그렇게 할게요 ！  불쾌하게 느끼셨다니 죄송합니다. 
#peing #질문함https://peing.net/ko/qs/194438178 ",sad
난 3년간 받은쪽이었다. [좋은생각]은 영문명으로 [positive thinking]을 쓰는데 그런 메시지를 전하고 싶었나봄. 3년 동안은 기다리겠다는(젊었네...3년이나) 뉘앙스도 있어서 매달 카운트다운하는 기분이었다. 취향에도 안맞았고 긍정적인 사람도 못되었지만 받는 동안 고마웠음.  https://twitter.com/rassak/status/1126654544803328000 …,happy
보고싶어 ,sad
따뜻한 말씀 감사합니다 ,sad
"다른거해도 지민이 나와요
어떤기준인지 모르겠네요ㅋㅋㅋ",happy
헠ㅠㅠㅠㅠㅠㅠ 참여수업!! 시험공부라늬.. 준비가 진짜 힘들겠다.. 아니얌 언니 현생파이팅,fear
목 아픈 거랑 오한 드는 거 어지러운 거 다 조금씩 나아졌는데 엉덩이주사 맞은 데가 아직까지 아프면 어쩌자는 거냐!!,angry
"헉..... 아니 진짜 듣자마자 기분이 안좋아졌어요....
트윗한거 바로 내려야겠어요 유나님 알려주셔서 넘 고마워요....",sad
제발,fear
누구야~~~!!!!!!,angry
이런 이벤트는 항상 서울 위주로해서... 지방러라 슬프네요..,sad
"진짜 사악해, 어떻게 이렇게 귀여운 토가쨩한테 그런걸 시킬 수 있어요!",angry
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뿌듯,happy
 고객센터는 운영되고 있는건가요?맨날 그렇게 통화량이 많으면 인원을 늘리던가.어플에선 회원가입도 튕기고!!!!!!!왕짜증!!!!!고지서도 안 보내고!!!그러고도 니네 월급은 따박따박 가져가지??!?!? ,angry
"012. 자본주의 노예는 결국 골병들어서 오늘 쉽니당...쿨럭...얼굴도 팅팅 ㅠㅠ
#일탈ㄱㅖ #일탈 #일탈계 #섹트pic.twitter.com/9omq2hxxqs",fear
"Vi Update Chara _nuna_V: [HQ] 190504 태형이 웃는거 너무너무 좋아서 눈물나
#이삐사진전 #태형 #Taehyung #BTSV #방탄소년단뷔 BTS_twt pic.twitter.com/6dykgekxvk",sad
"모든 티켓팅,취켓팅 해드립니다 
편하게 디엠 주시면 빠른답장 갑니다 !

경력 마음글(외에도 많음)

선입급 만원입니다:) 수고비는 같이조정

일반예매,선예매 둘다 가능 
#대리티켓팅 #취켓팅 #대리 #지창욱 #아이즈원 #김동한 #박지훈 #규현 #신혜성 #정일우 #방탄소년단 #선미pic.twitter.com/tmgXtnMSe8",happy
저 가도 될까요..,sad
저의 현생과 맞싸우고 이겨서 올게요 (그 전에도 그랬지만) 이 분은 계정을 잊어버리신건가 라는 생각들을 하실 수 있어 글 올린 거에요 저도 지금 오랜만에 들어왔는데 판이 무슨 회오리 친 것 마냐 호로록 쳐져 있어서 매우 눈물 흘리고있습니다,happy
넹 저는 양일이요! ,happy
나 잃어버린 줄 알고 새 거 사서 쓰고 있었단 말임 . . . ,fear
전자는 확정적인 것이고 후자는 도박아닙니가,fear
연준아ㅠㅠ 우리 연이 왜이렇게 귀엽고 그래ㅠㅜ 버스타고 시카고 가는게 이리도 귀여울 일이야?,sad
5시...나 학교인데..,sad
난 요즘 현생이 바뻐 죽게써ㅜㅜ 여기 1달뒤에 졸업,fear
"Kkang's VLOG #8

항상기다리고 항상믿고
항상응원하고있어요
@officialmap6 @MAP6_JPN
#MAP6 #맵식스 #민혁 #제이준 #썬 #제이빈 #깡스 #kkangs
구독하세용~
https://youtu.be/4noxmJ2aee0 pic.twitter.com/De5AqcDARC",happy
"ㅎㄷㄷ
갑자기 창 띄우지마라 트이타야..
놀랬자나...
#MTVBRKPOPBTS
#MTVBRFANDOMBTSARMY
#PremiosMTVMIAW @BTS_twt",sad
김찌 사갈랬는데 마감..(울면서나옴,sad
ㅋㅋㅋㅋㅋㅋㅋ 망할 수행...,fear
"저두 반구워요
잘부탁해여:):)~~ 소통 ㅁㅇㅁㅇㅁㅇ해요",happy
박규원 대천재만재천사거든여?!,fear
"아아 잘잤다 허리 뽀사지겠어
누가 나 이대로 욕실데려가서
양치해주고 세수시켜즈고 머리감겨주고 샤워도 시켜주면 좋겠다 흡",sad
나만 시험기간이야 ,fear
저도 히츠님이 들어 주셔서 기뻐요  앞으로도 제가 더 잘 할게용 히히,happy
아닝ㅇ대여 ,fear
"아직 안좋아요ㅜㅠㅜㅜ 아까 먹운 피자가 잘못됐나봐용,,",sad
"정말 송현정 기레기 수준이 언론 수준~
참담~",angry
"#첫_최애_x_현_최애
샌즈x장비
ㅇㅖ?",angry
정말?  그렇다니 너무 행복해 (쪽쪽쪽쪽),happy
 진짜 부리로 쪼임당할 뻔  우리 추억구름에 껴주자 앵무새두 pic.twitter.com/zvAhkLYilq,fear
너무너무 무서운 밤이다,fear
으잌ㅋㅋㅋㅋㅋㅋㅋ조만간 진짜 폭발시켜버릴거예요,angry
"7년 동안 감사합니다~
#ThankYouHELLOVENUS #HELLOVENUS #헬로비너스pic.twitter.com/paFrNccHqv",sad
이합집산후 새로운 기호3번 생기면 무조건 2번당 이상될 가능성이 농후하다.,happy
러셀이가 기를 쓰고 지우려고 해도 러셀이 몰래 핸드폰 백업해놓고 지워줄거래요ㅋㅋㅋㅋ 하지만 루아르 핸드폰 백업파일에 있다는 사실☆,fear
"휴
일
개
꿀",angry
"#안전메이저토토추천ㅅ ㅏ이트
#ㅅㅏㄷㅏㄹㅣㅆㅏ이트 #ㅅㅏ설토토도박사이트
#ㅅㅏ설ㅁㅔㅇㅣㅈㅓ놀ㅇㅣㅌㅓ
#홀짝
#안전ㅌㅗㅌㅗ
코드: Z Z 1 2 1 2
 첫충20% / 매충10% 


 http://nine-f1.com  


 pic.twitter.com/4n2Vybqt9Z",angry
"힘내시게, 콜의 아들이여...  (네 어깨를 토닥여준다.)",sad
"#진주출장ㅁㅏㅅㅏㅈㅣ강추
#용인콜걸


까톡친추 : 〖paa4〗

이쁜이와의파티
VIP최고서비스
전국24시운영

#경산애인대행추천
#예천모텔출장
pic.twitter.com/1OkHpwLUAy",angry
너무 피곤햄,fear
네 저 그때 좋아요!!!,happy
 여기 티비큰거 있어 아무도 없고! pic.twitter.com/tUFSmud5KJ,happy
"지민이랑 소석이랑 영상통화하다 끊겼어
심지어 머리말리느라 삼발인데
https://btsw.netmarble.com/ko/frombts/call ",fear
설마 했는데 역시... 궁금하면 직접 찾아보던가 탐라에 대놓고 물어보는 이유가 뭔지ㅠㅠ 시절님 소중해 괴롭히지마 ((((시절님)))),angry
저 진짜 이런거 첨이라 얼떨떨했어요 우리 동호는 진짜 천재만재 센스가ㅠㅠ 제육의 멤버라 제육덮밥 너무 귀여워서 진짜 다 뿌셔,fear
"너무너무 귀엽다
사랑해요",sad
미친 ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ ,sad
익룡ㅋㅋㅋ아 저도 익룡소리 시러여...ㅋㅋㅋㅋㅋ 맞아요 진짜 다 개인취향인건데ㅠㅠ 속상해여,sad
" 김태형 오빠, 내가 뭘 하던지 bts 세계 매니저와 퀴즈를 풀어 봤어. 너는 누구 매니저인지 알게 될거야. 내가 뭘 줬는지 짐작할 수있어.  한번 시도 만 했어. 놀랍지 않니?  나는 처음 시도 할 때 기뻐. ",happy
허허헣,happy
어젠 홍대 입학 사정관이 학교에 왔었어요 예고니깐 이런 점이 좋네요^!  내년부터는 최저 등급이 3과목 합 9래요 이게 좋은 소식인지 아닌지... pic.twitter.com/RNYEcsGgCi,happy
네 감사합니다! ,happy
오....아니 구럼 우리 원쮸는 한시간동안 뭐하라굿,angry
"왜이렇게 오늘 불안정하고 힘들고 다시 시작하고싶고 그럴까요 ,, 그래서 정말 왔다리 갔다기 하면서 트정 또했어요╰(*´︶`*)╯♡
오래오래 봐야해요 내 사랑들pic.twitter.com/f1G3P3Dxbd",happy
"악ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 콩ㅁ알만큼 짜면 또 물 타다가 다 마르구 그래서 넘 곤란햇어여 막 조색하다 마르고 부들부들잼,,,(심한 말 험한 욕,,",angry
헉...토닥토닥 나쁜감기...!!,sad
서울로 매일 출근이네ㅋㅋㅋ,fear
오시는거죠? 절 잊지 않으셨죠? ,sad
 안녕하세요 트친소 맘찍해주셔서 팔로했어요! 실수가 아니시라면 맞팔 부탁드려도 될까요-?,happy
서사도 오짐,angry
저야말로 잘 부탁드립니다,happy
우움~~~~~~ ,happy
아 진짜 너무 눈물만 난다 진짜 지금 아,angry
"Je comprends rien a ce que Raina commente sur les clips de Orange Caramel, mais en tout cas ça me rappel a quel point ce groupe était génial. Que des tubes.

시대를 앞서간 저세상 뮤비 오렌지캬라멜 MV 리액션 해보았습니다(흑역사 주의) https://youtu.be/pq8eLx8i6P0 ",fear
"새장안에 갇쳐서는..
살아갈수없다...

익숙함에 속아..
소중함을 잃고있지는않은지..

소중한사람이..
매번.. 줄곧해주던..
그말이 생각나고 그렇다..

망냉아..
오늘도..깊게..
생각할수있는말들..감사해..",sad
"굿잠굿잠!낼대빵어려운 모고치지롱,,",fear
언니 간밧테 !!!!,sad
"[update chara] iridescent_boy: 190509 ICN 악수도 공손하게
#세훈 #SEHUN #吴世勋⁠ ⁠⁠weareoneEXOpic.twitter.com/zVk8muSPJE",happy
어디놀러가셨어여??단추하나더풀면  꺄,happy
하하하! 저두 못생겼더여 못 생김 바이러스가 퍼지나 봐여 https://twitter.com/velrass/status/1127057188889845761 …,happy
엉엉~~ 득템하신거 축하드려요 앞에 다섯분이나 계셨다고 해서 불안했는데 정말 다행이에요 ㅎㅎ 벚꽃원피스 그냥봐도 넘넘 이뿌네요~ 이 세상에 하나밖에 없는 옷이라니 ㅎㅎ 우주의 기운이 앵두님과 옥이편을 들어줬나 봅니다  암튼 옥이는 좋겠어요^^,happy
네. 아직 냉장고에 있어.. 저도 처음 마셔요ㅎㅎ ,happy
"#문화생활 #문화생활그램 #문화생활즐기기 #영화 #영화스타그램 #메가박스
#메가박스동대문 #혼영 #혼영 #혼영스타그램 #혼영족 #나홀로영화보기 #나홀로영화관람  #건담 #건담내러티브 #건담nt @메가박스 동대문점 https://www.instagram.com/p/BxUBi-RgwVc/?igshid=1xz5ols2c2ps6 …",happy
"#충남출장만남


까톡친추 : 〖paa4〗

전국24시운영
검증된업체
24시간대기

#서천출장만남추천
#파주출장가격
#세종24시출장ㅇㅏ가씨
pic.twitter.com/KgghTN3Cv8",angry
"쓰담쓰담 오늘의 나를 칭찬해~! 
내 몸 어루만지며 힐링하는 법 4http://naver.me/52qpwH9g ",happy
돌... 레몬...?,fear
병크 심하게 터진 몇몇 애들 빼고 다른 연생들 까글 안 좋아해서 ㅠㅠ 알티 하시면 블블 할게욤 ,sad
데가하러 가고싶은데 몸이 안움직여,happy
"_

날씨가 상콤하게 좋네요>_<
오늘은 연휴가 마지막 날 
뭐 딱히 할일이 없어서.. 이케아에 가구보러!!
담달에 이사가는데 책상이랑 침대는 버리도 쌔걸로-
벌써 소품으로 이십넘게 썼....
가구사면 거덜나거썽..
그치만 이쁜거 사야딩! 쿄쿄쿄쿄 https://www.instagram.com/p/BxG2wrdDvha/?utm_source=ig_twitter_share&igshid=1gcycu13o3fya …",fear
"진짜 또 부산이야 일년에 부산만 몇번가죠 나 도대체
이번에도 그리고 통보야 통보!!!",sad
ㅋㅋㅋㅋ마자요 제가 손재주만 좋아도 이런거 저런거 만들어볼텐데 ,sad
그니까요ㅠㅠㅠㅠㅠ 너무 예뻐서 감탄만 나와요,sad
헐 카시스 오랜지 너무 조아해여ㅠㅠㅠㅠ,angry
7열까지 다비슷하고 8열부터 머리하나정도차이나는 단차가생기드라구요 ㅋㅋㅋㅋㅋ 그래도 드아센보단 낫겟죠....,sad
"지나가다...일본앨범은 뭔가 겉도는 느낌이에요. 방탄소년단이 하는 음악과는 좀 결이 다른 느낌! 열일하는 방탄소년단 응원해야죠뭐~
#MTVLAKPOPBTS
#MTVLAFANDOMBTSARMY #MTVLAINSTAGLJUNGKOOK #PremiosMTVMIAW @BTS_twt",happy
"واحد صيني زعلان مع حبيبته 

قالها: ㅊㅇㅑㅛ

قالتلو: ㅠㅋ토훂ㄷ

بالله عليكم مین الغلطان",angry
